id,occurred_at,district,region,severity,latitude,longitude,accident_type,casualties,vehicles_involved,weather,source
4155,5/7/2023 22:50,Zolochiv,Lvivska,1,47.291485,22.545993,hit_and_run,0,4,fog,OSM
4156,1/29/2025 18:19,Haisyn,Vinnytska,2,45.321243,26.343103,pedestrian,3,3,storm,OSM
4157,5/9/2023 19:36,Sokal,Lvivska,2,45.920895,26.160505,collision,2,1,snow,OSM
4158,9/28/2023 4:46,Zolochiv,Lvivska,1,49.738947,32.81257,other,2,4,clear,Telegram
4159,1/24/2024 4:18,Lviv,Lvivska,3,48.828921,37.852352,collision,0,4,snow,OSM
4160,7/4/2021 12:36,Uzhhorod,Zakarpatska,1,47.970314,35.493203,other,3,3,clear,OSM
4161,6/19/2019 15:03,Dnipro,Dniprovska,2,47.275127,34.422398,hit_and_run,1,4,fog,OSM
4162,3/23/2024 11:54,Lviv,Lvivska,1,47.76684,25.267956,rollover,4,2,clear,OSM
4163,3/17/2019 9:26,Dnipro,Dniprovska,1,45.799604,33.980225,hit_and_run,4,4,rain,OSM
4164,8/31/2019 8:26,Vinnytsia,Vinnytska,3,45.56921,28.897524,other,4,2,clear,Telegram
4165,8/10/2022 15:57,Uzhhorod,Zakarpatska,1,48.507491,32.34563,other,5,1,snow,OSM
4166,2/25/2021 17:54,Zhmerynka,Vinnytska,1,47.445895,36.97253,pedestrian,2,3,rain,OSM
4167,1/23/2021 15:34,Brovary,Kyivska,1,50.861267,28.857404,other,2,3,snow,Opendatabot
4168,5/30/2024 17:18,Odesa,Odeska,1,45.395133,23.902568,pedestrian,0,4,fog,OSM
4169,4/27/2020 15:06,Uzhhorod,Zakarpatska,1,51.785939,23.100155,collision,2,1,fog,OSM
4170,2/18/2024 19:37,Sokal,Lvivska,2,51.0225,30.308017,collision,2,1,fog,Opendatabot
4171,10/6/2021 4:17,Irpin,Kyivska,3,51.924488,37.759096,rollover,0,2,storm,OSM
4172,4/1/2021 1:16,Lviv,Lvivska,3,48.443524,39.729106,other,1,1,rain,Opendatabot
4173,6/23/2025 19:41,Kharkiv,Kharkivska,2,49.701987,26.621693,other,5,1,fog,OSM
4174,5/30/2022 16:35,Mukachevo,Zakarpatska,2,52.378205,27.223907,pedestrian,2,2,rain,Opendatabot
4175,3/4/2020 2:06,Lviv,Lvivska,1,52.414777,29.926629,pedestrian,0,3,snow,Telegram
4176,11/1/2021 23:48,Novomoskovsk,Dniprovska,3,46.145374,32.363812,collision,1,2,clear,Opendatabot
4177,2/16/2021 10:57,Obukhiv,Kyivska,1,49.100214,30.276015,rollover,1,4,clear,OSM
4178,3/19/2025 16:58,Bilhorod-Dnistrovskyi,Odeska,2,51.903638,35.646879,pedestrian,0,2,rain,OSM
4179,9/23/2022 14:29,Kamianske,Dniprovska,2,44.607823,23.927826,rollover,1,4,fog,OSM
4180,5/16/2020 14:31,Kamianske,Dniprovska,1,51.555647,26.430619,pedestrian,1,2,fog,OSM
4181,5/15/2020 3:49,Kharkiv,Kharkivska,1,50.616004,22.308813,collision,3,2,storm,Telegram
4182,1/7/2019 9:43,Uzhhorod,Zakarpatska,2,51.822883,31.843438,other,2,1,rain,Opendatabot
4183,3/26/2022 14:51,Lviv,Lvivska,2,49.343922,37.479738,pedestrian,2,1,snow,Telegram
4184,3/9/2024 16:51,Kamianske,Dniprovska,2,51.37082,25.624109,collision,0,4,snow,OSM
4185,1/3/2022 3:43,Lviv,Lvivska,2,46.70509,25.773531,other,3,2,clear,Opendatabot
4186,6/22/2024 8:19,Haisyn,Vinnytska,1,51.780437,36.575047,rollover,1,4,snow,Telegram
4187,9/10/2025 22:49,Kharkiv,Kharkivska,2,44.392717,22.331556,pedestrian,2,1,clear,Telegram
4188,8/23/2021 22:28,Kamianske,Dniprovska,3,49.923315,38.490744,rollover,2,1,storm,Telegram
4189,8/7/2019 21:53,Bilhorod-Dnistrovskyi,Odeska,3,51.002258,31.249004,hit_and_run,5,2,rain,Opendatabot
4190,12/22/2019 14:19,Kamianske,Dniprovska,3,49.401703,28.153358,collision,2,1,storm,Opendatabot
4191,10/26/2019 15:06,Mukachevo,Zakarpatska,2,45.475568,31.498729,rollover,3,4,fog,OSM
4192,12/27/2025 14:12,Odesa,Odeska,1,45.09592,23.86862,hit_and_run,5,4,storm,Telegram
4193,3/25/2020 19:59,Haisyn,Vinnytska,1,51.108531,37.385449,collision,0,4,snow,OSM
4194,10/10/2021 14:32,Chornomorsk,Odeska,2,45.307747,27.640634,collision,2,1,storm,Telegram
4195,12/3/2024 8:39,Kamianske,Dniprovska,3,45.426473,34.176295,other,3,3,clear,Telegram
4196,9/4/2024 0:16,Uzhhorod,Zakarpatska,2,51.868434,27.427314,other,2,3,clear,Opendatabot
4197,5/28/2023 20:59,Lozova,Kharkivska,3,48.970497,33.076389,pedestrian,2,4,snow,Telegram
4198,6/11/2020 0:20,Zolochiv,Lvivska,2,46.556663,35.811089,pedestrian,5,1,rain,OSM
4199,5/5/2025 19:34,Irpin,Kyivska,1,50.027248,36.3257,pedestrian,0,4,fog,Opendatabot
4200,7/19/2020 3:54,Irpin,Kyivska,2,46.270635,25.394812,hit_and_run,1,2,snow,Opendatabot
4201,6/8/2025 21:39,Berehove,Zakarpatska,2,49.318582,27.896169,other,4,4,snow,OSM
4202,6/13/2025 19:54,Zolochiv,Lvivska,2,44.197552,23.847165,pedestrian,3,4,fog,Telegram
4203,11/26/2023 10:22,Lviv,Lvivska,1,50.761998,24.157497,hit_and_run,2,1,snow,Telegram
4204,7/2/2019 21:29,Kamianske,Dniprovska,2,45.726103,37.219705,rollover,5,2,fog,OSM
4205,7/25/2023 23:26,Odesa,Odeska,2,49.018795,38.773236,pedestrian,3,4,storm,Opendatabot
4206,2/2/2023 11:31,Irpin,Kyivska,2,47.28753,31.09256,rollover,5,4,fog,Opendatabot
4207,3/11/2022 1:24,Irpin,Kyivska,2,48.895932,35.809261,other,0,1,rain,Opendatabot
4208,3/31/2020 9:40,Chornomorsk,Odeska,1,50.220647,23.482216,rollover,3,4,clear,Telegram
4209,1/21/2024 10:57,Chornomorsk,Odeska,2,51.784967,25.615013,collision,2,2,clear,Telegram
4210,9/10/2022 6:57,Lozova,Kharkivska,3,45.679908,36.689809,collision,2,4,snow,Opendatabot
4211,11/30/2023 6:18,Kharkiv,Kharkivska,3,44.889122,28.779098,collision,5,2,rain,Opendatabot
4212,7/29/2019 4:27,Lviv,Lvivska,2,44.246873,33.658013,other,2,2,rain,Opendatabot
4213,2/14/2021 22:59,Mukachevo,Zakarpatska,3,49.491906,28.970372,other,3,3,storm,Opendatabot
4214,7/9/2019 3:00,Kamianske,Dniprovska,2,46.491471,32.777742,collision,1,2,storm,OSM
4215,12/12/2025 9:46,Kharkiv,Kharkivska,3,44.461638,34.684831,collision,1,2,fog,Telegram
4216,7/13/2021 23:19,Bilhorod-Dnistrovskyi,Odeska,1,49.717859,34.283702,collision,3,4,storm,Opendatabot
4217,7/25/2021 9:52,Berehove,Zakarpatska,3,50.25617,38.112295,other,0,1,fog,Opendatabot
4218,7/28/2020 1:14,Chuhuiv,Kharkivska,1,49.210442,39.533526,pedestrian,0,3,storm,Opendatabot
4219,5/7/2022 11:45,Haisyn,Vinnytska,3,45.388953,36.075741,pedestrian,0,2,storm,Telegram
4220,2/13/2023 11:10,Kharkiv,Kharkivska,2,46.517327,28.921493,collision,0,1,rain,Telegram
4221,3/5/2025 3:17,Lozova,Kharkivska,2,47.939122,28.250217,rollover,0,4,snow,Telegram
4222,3/24/2023 18:01,Vinnytsia,Vinnytska,1,46.866332,25.055592,rollover,1,4,snow,Telegram
4223,1/16/2024 10:46,Bilhorod-Dnistrovskyi,Odeska,3,45.684984,23.981759,pedestrian,1,2,snow,Telegram
4224,1/16/2019 5:28,Uzhhorod,Zakarpatska,2,46.276659,36.732956,pedestrian,1,1,rain,Opendatabot
4225,9/26/2020 0:30,Dnipro,Dniprovska,2,45.040696,26.577603,rollover,1,3,rain,OSM
4226,12/27/2022 10:43,Chuhuiv,Kharkivska,2,51.474505,38.821028,pedestrian,4,2,storm,OSM
4227,1/7/2025 3:59,Mukachevo,Zakarpatska,3,52.005033,25.424228,rollover,2,3,fog,Telegram
4228,7/3/2022 20:44,Irpin,Kyivska,1,51.737869,24.679648,other,3,1,rain,OSM
4229,11/30/2021 14:47,Berehove,Zakarpatska,3,52.083678,28.938894,other,5,1,clear,Telegram
4230,6/21/2020 5:23,Zhmerynka,Vinnytska,1,45.198909,34.855843,rollover,5,2,fog,Telegram
4231,6/10/2021 16:47,Obukhiv,Kyivska,3,46.441917,24.594879,hit_and_run,5,3,snow,OSM
4232,5/21/2020 19:01,Lozova,Kharkivska,3,48.253369,35.570773,hit_and_run,2,2,storm,Opendatabot
4233,2/17/2025 9:22,Vinnytsia,Vinnytska,2,47.202165,33.333683,pedestrian,1,2,fog,OSM
4234,8/7/2025 10:00,Kamianske,Dniprovska,1,46.999128,27.159044,rollover,1,2,snow,Opendatabot
4235,5/27/2022 12:33,Brovary,Kyivska,3,44.504338,30.428537,hit_and_run,2,2,rain,OSM
4236,12/5/2024 4:43,Bilhorod-Dnistrovskyi,Odeska,3,50.164442,24.041301,pedestrian,5,1,storm,Telegram
4237,11/9/2021 13:29,Mukachevo,Zakarpatska,2,45.288944,22.740072,hit_and_run,2,1,snow,Telegram
4238,1/27/2025 12:55,Kharkiv,Kharkivska,3,50.671726,37.481268,rollover,5,2,rain,Telegram
4239,12/3/2024 17:52,Mukachevo,Zakarpatska,2,49.67028,22.528252,hit_and_run,5,1,rain,Telegram
4240,3/21/2024 21:37,Obukhiv,Kyivska,1,47.519142,24.743997,pedestrian,0,2,snow,Telegram
4241,6/22/2025 9:10,Berehove,Zakarpatska,1,51.842587,37.127494,rollover,2,3,storm,Telegram
4242,7/2/2023 1:47,Zolochiv,Lvivska,1,52.419196,36.861972,other,2,4,clear,Opendatabot
4243,10/3/2021 0:39,Irpin,Kyivska,1,44.95856,22.079007,collision,5,3,rain,Telegram
4244,1/5/2024 12:54,Zolochiv,Lvivska,1,49.637249,31.469869,rollover,1,3,clear,OSM
4245,5/30/2025 22:26,Uzhhorod,Zakarpatska,2,48.484051,23.931621,hit_and_run,2,3,snow,Telegram
4246,7/28/2022 6:54,Haisyn,Vinnytska,3,50.228287,28.755161,pedestrian,1,2,rain,Opendatabot
4247,7/15/2024 0:37,Lozova,Kharkivska,1,45.510827,31.144637,collision,2,2,clear,OSM
4248,7/20/2021 8:24,Lviv,Lvivska,1,47.580058,25.921476,rollover,5,4,storm,Telegram
4249,3/6/2021 1:01,Zolochiv,Lvivska,2,44.635575,23.112705,pedestrian,3,3,fog,OSM
4250,9/10/2021 19:19,Berehove,Zakarpatska,3,52.429789,36.542439,rollover,5,3,snow,Telegram
4251,12/17/2025 5:07,Odesa,Odeska,3,51.031794,38.502047,collision,2,2,clear,OSM
4252,8/16/2024 21:01,Lozova,Kharkivska,1,46.526637,24.87681,other,2,2,snow,OSM
4253,4/2/2020 22:26,Uzhhorod,Zakarpatska,2,49.378426,23.197014,rollover,3,3,rain,OSM
4254,6/11/2021 2:48,Vinnytsia,Vinnytska,1,50.00947,27.034348,hit_and_run,0,2,clear,Telegram
4255,11/29/2025 17:14,Lviv,Lvivska,3,46.352119,30.313573,collision,2,3,snow,Opendatabot
4256,1/4/2020 8:32,Sokal,Lvivska,2,44.440583,32.57456,other,5,2,clear,Telegram
4257,9/23/2024 5:03,Haisyn,Vinnytska,1,44.085241,31.672552,rollover,1,3,storm,Opendatabot
4258,5/8/2019 13:09,Kamianske,Dniprovska,3,51.745654,36.359343,collision,2,4,storm,Opendatabot
4259,4/9/2023 8:21,Zolochiv,Lvivska,2,49.537985,31.818891,pedestrian,2,2,clear,OSM
4260,10/17/2020 5:01,Uzhhorod,Zakarpatska,2,45.824138,30.719882,other,4,3,clear,Telegram
4261,9/9/2025 16:16,Chornomorsk,Odeska,2,49.574788,35.447921,hit_and_run,4,3,fog,Opendatabot
4262,2/3/2025 7:12,Irpin,Kyivska,1,50.528226,27.069361,other,2,4,snow,OSM
4263,10/13/2022 12:01,Kharkiv,Kharkivska,3,45.135476,31.169368,pedestrian,4,1,clear,Telegram
4264,6/10/2022 17:45,Novomoskovsk,Dniprovska,1,49.168755,33.961679,pedestrian,2,4,snow,Opendatabot
4265,9/23/2020 10:16,Lviv,Lvivska,2,51.728002,25.443323,rollover,1,2,rain,Opendatabot
4266,2/19/2020 7:25,Haisyn,Vinnytska,3,50.522654,25.238717,pedestrian,1,3,fog,Telegram
4267,3/23/2020 23:22,Novomoskovsk,Dniprovska,3,49.828354,34.512157,pedestrian,0,2,fog,OSM
4268,2/18/2025 13:32,Uzhhorod,Zakarpatska,3,47.225802,24.914423,other,3,2,rain,OSM
4269,3/5/2024 11:46,Dnipro,Dniprovska,2,52.345612,39.350246,other,0,3,rain,Telegram
4270,4/29/2024 23:58,Chuhuiv,Kharkivska,2,49.234949,24.449562,hit_and_run,1,4,clear,Opendatabot
4271,10/9/2020 17:10,Haisyn,Vinnytska,1,49.216811,23.703081,other,2,3,snow,Telegram
4272,6/24/2023 20:13,Zhmerynka,Vinnytska,3,48.252817,23.585792,pedestrian,1,3,rain,Telegram
4273,12/21/2019 0:52,Chornomorsk,Odeska,3,44.463622,26.15339,other,1,1,rain,Telegram
4274,8/18/2024 3:34,Novomoskovsk,Dniprovska,1,48.153091,27.761277,collision,4,3,snow,Opendatabot
4275,1/13/2020 12:52,Haisyn,Vinnytska,3,51.719208,33.384407,hit_and_run,3,4,clear,OSM
4276,4/2/2019 13:00,Odesa,Odeska,1,52.140674,29.024472,pedestrian,2,1,rain,Opendatabot
4277,7/24/2023 14:55,Lviv,Lvivska,3,52.006926,23.135006,hit_and_run,3,3,fog,Opendatabot
4278,9/25/2024 11:09,Kamianske,Dniprovska,1,47.000068,23.736306,pedestrian,1,3,fog,OSM
4279,4/4/2024 16:54,Kamianske,Dniprovska,2,49.480937,39.904747,pedestrian,0,4,clear,OSM
4280,2/13/2025 12:29,Dnipro,Dniprovska,3,46.412557,30.972089,pedestrian,1,1,rain,OSM
4281,8/29/2020 10:13,Chornomorsk,Odeska,2,51.629411,39.86561,collision,5,2,snow,OSM
4282,2/22/2019 6:56,Irpin,Kyivska,3,51.489442,24.62014,pedestrian,4,1,snow,Telegram
4283,3/22/2022 16:12,Chuhuiv,Kharkivska,2,44.313007,29.91112,hit_and_run,0,1,fog,OSM
4284,9/3/2022 14:02,Chuhuiv,Kharkivska,2,46.213529,32.214912,rollover,2,2,storm,OSM
4285,9/22/2021 8:45,Bilhorod-Dnistrovskyi,Odeska,2,47.789493,36.938492,other,3,4,rain,OSM
4286,3/27/2022 21:58,Lviv,Lvivska,2,50.174221,32.050211,other,0,2,fog,Telegram
4287,12/15/2019 14:34,Haisyn,Vinnytska,1,49.069844,29.070762,pedestrian,0,2,storm,OSM
4288,10/31/2025 1:58,Uzhhorod,Zakarpatska,2,49.854059,23.990142,other,0,3,snow,Opendatabot
4289,5/21/2022 10:31,Uzhhorod,Zakarpatska,1,52.318656,25.895606,pedestrian,4,1,clear,Opendatabot
4290,7/28/2020 13:40,Uzhhorod,Zakarpatska,2,46.107246,34.594109,rollover,2,4,storm,Opendatabot
4291,10/23/2024 9:26,Lozova,Kharkivska,1,50.56109,25.488023,hit_and_run,1,1,fog,OSM
4292,5/9/2020 19:31,Obukhiv,Kyivska,1,52.222565,30.133409,other,2,1,storm,Telegram
4293,3/14/2024 14:18,Sokal,Lvivska,3,45.301557,33.003593,other,1,3,storm,OSM
4294,8/18/2025 1:38,Dnipro,Dniprovska,2,44.423131,34.98797,pedestrian,0,2,snow,OSM
4295,1/22/2021 4:40,Chuhuiv,Kharkivska,3,47.968059,26.809704,collision,5,2,fog,Telegram
4296,11/19/2020 0:15,Chornomorsk,Odeska,3,48.907942,34.137872,other,3,1,rain,OSM
4297,2/22/2019 0:13,Uzhhorod,Zakarpatska,3,46.848533,25.046207,pedestrian,2,1,storm,Opendatabot
4298,3/8/2023 2:02,Kharkiv,Kharkivska,1,44.124813,37.960749,pedestrian,0,1,snow,OSM
4299,1/29/2025 13:35,Zhmerynka,Vinnytska,2,48.629673,36.235076,pedestrian,4,4,clear,Opendatabot
4300,1/4/2021 13:15,Lviv,Lvivska,1,51.02811,39.303172,pedestrian,4,1,clear,Opendatabot
4301,7/18/2024 9:15,Haisyn,Vinnytska,3,49.92746,22.434832,other,3,1,rain,Telegram
4302,9/19/2021 0:18,Mukachevo,Zakarpatska,3,49.552119,38.430635,rollover,4,1,snow,Opendatabot
4303,8/1/2022 10:28,Brovary,Kyivska,3,51.67769,31.220116,other,3,3,fog,OSM
4304,3/16/2021 3:10,Uzhhorod,Zakarpatska,1,47.59083,35.961075,hit_and_run,5,3,clear,Opendatabot
4305,3/24/2020 18:31,Irpin,Kyivska,1,50.634779,36.361065,hit_and_run,4,2,storm,Telegram
4306,6/20/2021 10:13,Irpin,Kyivska,1,44.62175,24.232911,rollover,1,3,rain,OSM
4307,1/18/2025 10:04,Brovary,Kyivska,1,50.160854,34.841868,pedestrian,0,3,snow,OSM
4308,8/15/2025 15:05,Kamianske,Dniprovska,1,49.700686,24.189797,pedestrian,2,1,fog,OSM
4309,11/13/2025 20:01,Bilhorod-Dnistrovskyi,Odeska,2,46.011347,31.44982,collision,3,3,rain,OSM
4310,3/25/2019 4:29,Obukhiv,Kyivska,1,44.334893,23.638225,collision,1,4,snow,Opendatabot
4311,7/28/2024 16:06,Irpin,Kyivska,1,50.371869,37.868718,hit_and_run,5,3,rain,Opendatabot
4312,9/25/2025 11:41,Zolochiv,Lvivska,1,52.053272,25.400074,hit_and_run,1,1,snow,Telegram
4313,12/7/2025 0:28,Obukhiv,Kyivska,3,45.976104,28.293429,collision,1,4,rain,Opendatabot
4314,4/6/2023 0:52,Chornomorsk,Odeska,1,44.247737,31.290444,collision,4,2,clear,Opendatabot
4315,2/23/2022 17:04,Mukachevo,Zakarpatska,3,45.698668,22.629329,hit_and_run,0,1,snow,OSM
4316,12/8/2020 23:20,Zolochiv,Lvivska,2,48.761155,33.601808,rollover,4,2,storm,Telegram
4317,1/14/2023 2:14,Zolochiv,Lvivska,1,49.13098,23.538076,pedestrian,4,4,snow,Telegram
4318,12/27/2025 16:22,Bilhorod-Dnistrovskyi,Odeska,2,49.804233,31.29152,collision,0,4,clear,Telegram
4319,3/3/2020 23:42,Kharkiv,Kharkivska,2,45.232495,34.241036,other,5,4,fog,Opendatabot
4320,11/8/2025 8:34,Kharkiv,Kharkivska,2,51.282605,39.627132,hit_and_run,4,4,clear,OSM
4321,6/28/2024 6:55,Berehove,Zakarpatska,3,48.619525,37.593933,collision,4,3,fog,Opendatabot
4322,8/24/2022 11:16,Kharkiv,Kharkivska,1,48.31164,26.148787,pedestrian,3,3,clear,OSM
4323,3/22/2021 18:12,Lozova,Kharkivska,2,46.289127,39.313134,other,2,2,fog,Opendatabot
4324,1/6/2020 10:12,Sokal,Lvivska,2,47.911088,28.24149,other,0,3,clear,OSM
4325,12/15/2025 22:52,Haisyn,Vinnytska,3,50.16787,30.358051,other,5,1,storm,Telegram
4326,10/8/2024 7:22,Lozova,Kharkivska,3,44.88973,34.014519,pedestrian,1,1,fog,Telegram
4327,7/29/2020 23:37,Irpin,Kyivska,2,46.198161,29.533095,other,5,3,storm,OSM
4328,10/11/2020 6:01,Haisyn,Vinnytska,2,45.975047,37.106175,rollover,2,4,fog,Opendatabot
4329,6/1/2024 18:43,Chuhuiv,Kharkivska,1,48.71114,37.301522,collision,3,3,snow,Telegram
4330,7/2/2022 3:12,Novomoskovsk,Dniprovska,1,51.069535,31.126607,collision,5,2,clear,Opendatabot
4331,10/11/2021 16:34,Bilhorod-Dnistrovskyi,Odeska,2,50.122887,39.254044,pedestrian,1,3,fog,Telegram
4332,4/5/2025 22:19,Irpin,Kyivska,1,48.342652,34.002945,collision,2,1,snow,Telegram
4333,10/15/2020 22:40,Dnipro,Dniprovska,2,47.806775,24.165997,other,1,3,fog,Opendatabot
4334,1/13/2022 6:37,Berehove,Zakarpatska,2,50.698437,33.157193,other,4,3,fog,Opendatabot
4335,5/14/2022 17:20,Bilhorod-Dnistrovskyi,Odeska,2,45.030304,23.545925,other,1,4,clear,Telegram
4336,10/11/2019 4:19,Odesa,Odeska,3,47.224355,25.637273,collision,3,1,clear,Opendatabot
4337,3/5/2024 6:36,Kharkiv,Kharkivska,1,47.329264,23.648221,rollover,3,2,rain,Opendatabot
4338,12/18/2019 12:11,Sokal,Lvivska,3,44.656396,35.993211,rollover,4,1,clear,OSM
4339,10/18/2022 9:01,Irpin,Kyivska,1,51.672762,39.913105,hit_and_run,3,2,rain,Opendatabot
4340,5/1/2024 2:56,Mukachevo,Zakarpatska,3,44.74339,38.824497,hit_and_run,4,4,rain,Opendatabot
4341,2/29/2024 12:01,Novomoskovsk,Dniprovska,3,50.588549,35.480095,collision,0,2,storm,Telegram
4342,1/29/2024 15:38,Zhmerynka,Vinnytska,3,49.402568,37.602825,collision,4,1,snow,Telegram
4343,10/24/2019 6:12,Lozova,Kharkivska,2,44.578619,26.782734,other,1,4,clear,OSM
4344,10/5/2023 8:23,Kamianske,Dniprovska,3,49.82845,23.764165,collision,3,1,clear,Telegram
4345,4/20/2019 1:53,Novomoskovsk,Dniprovska,1,46.471079,27.450376,pedestrian,0,1,storm,Opendatabot
4346,8/13/2023 5:56,Novomoskovsk,Dniprovska,2,48.691391,33.53204,pedestrian,2,1,rain,Telegram
4347,9/23/2025 1:00,Kharkiv,Kharkivska,2,51.278551,27.179831,collision,0,1,snow,OSM
4348,6/5/2020 14:28,Novomoskovsk,Dniprovska,3,44.221015,33.218245,hit_and_run,0,4,rain,OSM
4349,2/29/2024 23:43,Berehove,Zakarpatska,3,47.868145,37.125734,rollover,0,2,fog,OSM
4350,12/10/2025 21:12,Brovary,Kyivska,3,48.649606,27.394926,collision,4,4,clear,Telegram
4351,4/3/2023 2:33,Berehove,Zakarpatska,2,50.929813,37.662449,rollover,1,3,clear,Telegram
4352,5/17/2022 23:52,Uzhhorod,Zakarpatska,3,49.210123,22.000228,hit_and_run,2,4,storm,Opendatabot
4353,3/30/2019 12:43,Zolochiv,Lvivska,1,45.472433,35.131587,other,1,2,rain,OSM
4354,5/22/2020 6:25,Dnipro,Dniprovska,2,48.14314,30.707894,rollover,5,1,snow,OSM
4355,2/3/2021 1:55,Brovary,Kyivska,1,46.225507,33.081324,hit_and_run,0,1,rain,Opendatabot
4356,8/8/2024 0:43,Odesa,Odeska,2,48.621533,35.783156,other,0,2,clear,OSM
4357,3/15/2023 5:01,Brovary,Kyivska,3,48.040926,30.588386,other,2,3,clear,Opendatabot
4358,4/18/2019 16:33,Mukachevo,Zakarpatska,3,44.545213,29.956208,other,3,3,storm,Opendatabot
4359,5/18/2023 10:53,Mukachevo,Zakarpatska,2,44.150403,30.700685,collision,4,2,storm,OSM
4360,10/22/2022 4:46,Irpin,Kyivska,2,45.114501,28.143215,hit_and_run,5,3,fog,OSM
4361,6/3/2023 17:40,Chornomorsk,Odeska,3,48.062203,32.100319,hit_and_run,1,1,storm,OSM
4362,1/15/2024 10:23,Sokal,Lvivska,1,45.018834,33.148513,collision,3,1,clear,Telegram
4363,9/30/2024 16:11,Odesa,Odeska,2,52.234118,29.982035,rollover,5,1,fog,OSM
4364,5/9/2019 5:39,Novomoskovsk,Dniprovska,2,50.683004,37.78878,hit_and_run,2,4,rain,Telegram
4365,9/23/2021 3:12,Berehove,Zakarpatska,2,48.504231,24.494608,pedestrian,5,3,storm,OSM
4366,2/10/2019 22:17,Zolochiv,Lvivska,2,45.488428,31.945309,hit_and_run,1,1,clear,Opendatabot
4367,11/10/2025 10:57,Obukhiv,Kyivska,1,51.318052,34.169827,other,5,4,snow,OSM
4368,11/27/2023 7:16,Haisyn,Vinnytska,3,47.856516,24.187966,other,1,2,rain,Opendatabot
4369,11/19/2025 17:26,Zhmerynka,Vinnytska,3,47.213339,30.199356,collision,0,1,clear,Telegram
4370,1/10/2024 18:30,Kharkiv,Kharkivska,3,48.419344,34.366302,rollover,2,4,snow,Telegram
4371,6/7/2022 16:01,Odesa,Odeska,3,48.901474,30.489477,other,2,4,clear,Opendatabot
4372,10/23/2022 20:38,Lozova,Kharkivska,1,50.429819,24.548563,hit_and_run,1,1,rain,Telegram
4373,4/11/2025 10:34,Irpin,Kyivska,2,47.81775,33.340394,collision,0,1,fog,Opendatabot
4374,12/25/2021 12:25,Kamianske,Dniprovska,2,51.325796,27.395799,pedestrian,3,4,rain,OSM
4375,4/13/2024 14:47,Vinnytsia,Vinnytska,1,51.6172,33.707404,rollover,3,2,storm,OSM
4376,10/10/2024 9:15,Kamianske,Dniprovska,2,46.916009,23.696423,hit_and_run,0,2,fog,OSM
4377,12/21/2021 9:39,Zolochiv,Lvivska,1,47.094522,23.916172,collision,1,4,storm,Telegram
4378,4/11/2020 21:48,Bilhorod-Dnistrovskyi,Odeska,2,52.121458,28.158973,collision,3,3,storm,Telegram
4379,1/12/2025 3:55,Haisyn,Vinnytska,1,48.379842,34.524376,rollover,3,3,rain,Opendatabot
4380,7/7/2023 6:49,Chuhuiv,Kharkivska,2,47.473612,24.858681,collision,4,3,clear,Telegram
4381,4/17/2024 21:55,Chuhuiv,Kharkivska,3,49.03738,32.062308,pedestrian,0,2,rain,OSM
4382,8/24/2021 7:11,Kamianske,Dniprovska,1,48.59837,32.321905,rollover,4,2,fog,Opendatabot
4383,10/24/2025 18:45,Zhmerynka,Vinnytska,1,51.390304,29.737253,hit_and_run,1,2,rain,OSM
4384,8/30/2022 12:12,Lviv,Lvivska,3,48.702925,25.46715,collision,0,3,rain,Opendatabot
4385,10/16/2022 17:38,Uzhhorod,Zakarpatska,2,47.298017,34.725761,collision,1,1,clear,OSM
4386,11/15/2024 11:44,Sokal,Lvivska,2,49.631883,23.31767,collision,5,2,snow,OSM
4387,5/30/2024 1:58,Chornomorsk,Odeska,1,52.249838,34.573114,hit_and_run,1,1,clear,Opendatabot
4388,7/15/2019 13:27,Lviv,Lvivska,2,46.535617,29.903606,collision,1,1,rain,Telegram
4389,11/12/2019 7:28,Uzhhorod,Zakarpatska,2,48.075123,37.11744,hit_and_run,3,4,fog,Telegram
4390,4/10/2023 3:25,Lviv,Lvivska,1,50.662318,22.39914,rollover,0,2,storm,OSM
4391,9/6/2022 21:57,Sokal,Lvivska,3,51.844193,36.899284,collision,3,2,storm,OSM
4392,12/28/2020 7:49,Sokal,Lvivska,2,44.891239,27.900748,rollover,3,4,snow,Opendatabot
4393,12/9/2024 11:58,Obukhiv,Kyivska,3,45.403431,38.027343,collision,0,2,clear,Opendatabot
4394,3/28/2023 3:02,Zolochiv,Lvivska,1,50.411145,39.740345,other,0,3,snow,OSM
4395,8/1/2025 19:14,Irpin,Kyivska,3,50.759149,31.837813,rollover,5,2,snow,Opendatabot
4396,12/16/2024 5:53,Novomoskovsk,Dniprovska,1,52.349867,39.632867,pedestrian,5,1,rain,Telegram
4397,1/28/2023 21:39,Kharkiv,Kharkivska,3,47.164747,34.26872,pedestrian,4,2,clear,OSM
4398,7/23/2021 2:46,Zolochiv,Lvivska,2,51.352889,23.706984,hit_and_run,1,4,snow,Telegram
4399,5/20/2024 8:03,Irpin,Kyivska,1,52.005907,29.63044,hit_and_run,1,3,clear,Telegram
4400,4/12/2019 18:38,Odesa,Odeska,2,45.570836,32.429392,hit_and_run,0,4,rain,OSM
4401,10/4/2020 6:58,Brovary,Kyivska,3,50.991379,23.769763,other,1,4,clear,Telegram
4402,10/5/2023 22:35,Haisyn,Vinnytska,1,48.833995,37.861248,rollover,3,2,storm,Telegram
4403,12/29/2023 18:29,Odesa,Odeska,3,49.779042,22.937361,collision,1,3,clear,OSM
